,Atrial,AVC,EMP,OFT,SV,Ventricle
Gm12693,0.083674091,0.067542362,0.083794617,0.075849729,0.075048848,0.096003956
Mysm1,0.205263597,0.231830477,0.212595291,0.265214702,0.261670881,0.180306834
Gm12694,0,0,0,0,0,0
Gm12703,0,0,0,0,0,0.000144883
Gm12704,0.00305939,0.001958639,0.003434003,0.004697528,0.004899025,0.005944885
Jun,1.130823357,1.142397806,0.519353089,1.44138588,1.252869545,1.076821993
BC042782,0.002436084,0.00725002,0.004445863,0.007844745,0.008905732,0.002192521
Gm830,0,0,0.000348546,0,0,0
Fggy,0.046540387,0.041630173,0.05604667,0.046300248,0.079980532,0.033760203
9530080O11Rik,0,0.001091099,0.00191308,0.00227095,0.000507058,0.001230627
Hook1,0.102223893,0.121301687,0.12649569,0.148127205,0.104517123,0.118973706
Cyp2j13,0,0,0.000602576,0,0,0
Hspe1-ps6,0.001071673,0,0.002430098,0.001119635,0.000502495,0.001623051
Cyp2j6,0.022246117,0.02700269,0.03080429,0.035818501,0.038577028,0.016869155
Cyp2j9,0,0.00100423,0.000871597,0.002229357,0.000433433,0
Gm12696,0.760320869,0.784708095,0.803350269,0.915709453,1.104713409,0.864957171
E130114P18Rik,0,0,0.00035305,0.000275218,0,0.00141535
Gm12676,0,0.000753128,0,0,0,0.000152679
Nfia,0.008185683,0.029491026,0.010438815,0.006045387,0.033442119,0.025932184
Gm12691,0.02549981,0.034391238,0.015598989,0.013669602,0.012244074,0.024185688
Gm12787,0,0,0,0,0,0
0610025J13Rik,0,0.003062433,0,0,0.001052224,0.00023968
Tm2d1,1.513165949,1.578198746,1.330645083,1.56094368,1.292716134,1.390150066
Inadl,0.0200084,0.022190096,0.040214197,0.054734553,0.02787097,0.030924286
Gm12846,0,0,0.000592548,0,0.000784449,0.000177956
L1td1,0.013059288,0.017941433,0.013980404,0.001933853,0.011074897,0.015818767
Kank4,0.009448788,0.00676781,0.002466093,0.001420725,0.002406268,0.006910547
A730085A09Rik,0.002374747,0.002587596,0.003406317,0.0005346,0.001660716,0.00050912
Gm12851,0,0.001795215,0.000212084,0.001738384,0.000631214,0.001688302
Usp1,0.539069331,0.573199309,0.87626788,0.80184148,0.861210451,0.85634587
Dock7,0.170365221,0.189607776,0.217372011,0.274632101,0.28359184,0.221374295
Angptl3,0,0,0,0,0.000404112,0
Gm12852,0.02038484,0.02139606,0.02383468,0.027367141,0.016230149,0.025195217
Gm12681,0,0,0,0,0,0
Atg4c,0.065078158,0.059288657,0.05141835,0.061100324,0.060358089,0.049587001
Gm10305,0,0,0,0,0,0
Gm12689,0,0.001463588,0.000947626,0.001279613,0.000536997,0.000252003
Gm12686,0,0,0,0,0,0
Gm12684,0.004106655,0.004766799,0.002436583,0.00240655,0.001503567,0.003353305
Gm12688,0,0,0,0,0,0
Foxd3,0,0,0.002997942,0,0.000840622,0
Alg6,0.086453125,0.07833851,0.077700758,0.095819673,0.108514095,0.091770247
Itgb3bp,0.575306516,0.606779374,0.69133374,0.620621869,0.632147903,0.638446543
Efcab7,0.030025552,0.022382983,0.035538892,0.052951776,0.057011011,0.027111964
Pgm2,3.790549615,2.679997959,0.971510531,1.756500161,1.513682382,1.898095963
Ror1,0.006990936,0.004220366,0.006154408,0.004632731,0.010845152,0.006180692
Gm12701,0,0.000805117,0,0,0,0.000181159
Gm12706,0,0,0,0,0,0
Ube2u,0.002454844,0.000834322,0.001817781,0.003049227,0.001108057,0.002827809
Gm12698,0,0,0,0,0,0
Gm12699,0.006467185,0.01176446,0.003833184,0.011534293,0.010698272,0.009505207
Gm12700,0,0.000872103,0.000549993,0.00112653,0.000507058,0.000604573
Cachd1,0.006474462,0.01872159,0.03243937,0.116295039,0.071060078,0.023131335
Raver2,0.002574247,0.003936035,0.010586965,0.011514409,0.010915618,0.009908888
Jak1,0.295680869,0.334632266,0.266664347,0.340651846,0.405923354,0.30096397
Gm12785,0,0,0,0,0,0
Gm12793,0,0,0,0,0,0
E130102H24Rik,0,0.005415847,0.004590131,0.018489066,0.00297102,0.00653905
0610043K17Rik,0,0,0,0.002140304,0.000372298,0.000703092
Gm12795,0,0,0.001244557,0,0.000341276,0.000469651
Ak4,0.185042935,0.254288384,0.191245057,0.241157335,0.155224981,0.229921269
Dnajc6,0,0,0,0.002889741,0.000941236,0.000244255
Leprot,0.576458029,0.682453917,0.617708218,0.73898808,0.650480152,0.516875651
Lepr,0.012156117,0.012210393,0.055605367,0.022363091,0.048234753,0.018498247
Gm12791,0.006875462,0.016969625,0.00784675,0.015730585,0.012512479,0.016711685
Gm12799,0.018120059,0.011929601,0.026485724,0.021315506,0.015718841,0.010129555
Pde4b,0.027096581,0.077590851,0.042464744,0.039315831,0.043870009,0.091121998
Sgip1,0.001284046,0.001091498,0.005519716,0.009821105,0.006981987,0.000978896
Gm12709,0,0,0,0,0,0
Tctex1d1,0,0,0.00174396,0.001071905,0.001127322,0.000310615
BB031773,0,0,0,0,0.000526614,0
Insl5,0,0,0,0,0.0005361,8.72E-05
Wdr78,0.014452352,0.009075574,0.018617522,0.028705452,0.025913365,0.011637203
Mier1,0.475767583,0.55383709,0.542032304,0.73629297,0.64520456,0.4519054
Slc35d1,0.04095792,0.045331932,0.068105356,0.061013196,0.061432633,0.054504126
Oma1,0.124869458,0.125970799,0.125543734,0.122168453,0.159181778,0.125676284
Gm12718,0,0,0,0,0,0.00025779
Gm12716,0.006117327,0.000735021,0.001163923,0.003261374,0.003856269,0.002685472
Gm12715,0.256669666,0.154098035,0.111420473,0.247044129,0.172745287,0.168884608
Dab1,0.016277654,0.016969897,0.023483194,0.018463142,0.048287364,0.019584905
Gm10304,0,0,0,0,0,0
C8b,0,0,0,0.000423284,0,0
C8a,0,0,0,0,0,0
1700024P16Rik,0.000496149,0,0.000938312,0.008619676,0.000497403,0.003018417
Prkaa2,0.445206253,0.378043554,0.315634128,0.519360544,0.1917386,0.553026215
Metazoa_SRP.48,0,0.001824721,0.001186869,0,0.000317898,0.002201163
Ppap2b,0.085846791,0.029317113,0.072869924,0.408296976,0.182556935,0.022904365
Gm12722,0,0,0.000338817,0,0,0
Gm12723,0,0.000609441,0.000378746,0,0,7.83E-05
Gm12726,0.095671059,0.094607155,0.102757943,0.097051614,0.085182983,0.1027456
Gm12728,0.018556365,0.011054639,0.009446623,0.013457737,0.013797984,0.012857969
Gm12727,0.000319757,0,0,0.000899583,0,0
Gm12725,0.000301129,0.001564351,0.001617077,0.001259431,0.001032725,0.002482812
Usp24,0.079142036,0.080310424,0.063642118,0.088306295,0.089698295,0.104171456
Pcsk9,0.003263702,0.006554394,0.012145571,0.0097757,0.009646064,0.00385665
2700068H02Rik,0,0.002092119,0,0.000457575,0,0.000789163
Dhcr24,0.613619332,0.527755333,0.437282573,0.355458451,0.46417614,0.41794506
Gm12744,0,0,0,0,0,0
Pars2,0.035008683,0.046001362,0.046465434,0.044312796,0.046628692,0.045514053
Ttc4,0.392987418,0.408654573,0.49402644,0.454863719,0.481921705,0.384290973
Heatr8,0,0,0,0,0,0
Fam151a,0,0.000562859,0.000163209,0,0,0
Acot11,0.001713092,0.002974634,0.003707347,0.003597781,0.004814125,0.001735127
Gm12745,0,0,0,0,0,0
Ssbp3,0.56808421,0.597788123,0.612661067,0.657509616,0.84428249,0.467394496
Mrpl37,0.472958375,0.38555259,0.500865698,0.390066841,0.445261041,0.472655949
Cyb5rl,0.047553466,0.03488928,0.038604676,0.03431352,0.045229401,0.033203906
Gm12802,0.008403292,0.009372783,0.004771323,0.007253612,0.008895266,0.006200127
Tdeanc2,0.112638322,0.090889234,0.099911121,0.11563422,0.116543378,0.099032467
Tmem59,2.088827007,2.524821252,1.645230312,2.422048741,2.040996827,1.887736448
Lrrc42,0.950238722,0.924227038,1.510372907,0.851065359,1.148260962,1.233157618
Hspb11,0.544299511,0.737656545,0.732447912,0.697431793,0.661604291,0.917579541
Gm12850,0,0,0,0,0,0.000264844
Dio1,0,0,0,0,0,0.000264706
Yipf1,0.318960826,0.405767021,0.29237106,0.327343911,0.334239676,0.330223855
Gm12870,0,0,0.000614253,0,0.000342582,0
Tmem48,0.159196092,0.191022923,0.279983618,0.208319654,0.225990412,0.285708988
Glis1,0.006953873,0.017319762,0.014516437,0.014547638,0.017878168,0.011893794
Dmrtb1,0.001914112,0.000494003,0.000281984,0.001554054,0.000410734,0.001093438
Gm12906,0.004293791,0.001097444,0.004333477,0.002194484,0.003036786,0.004650849
4933424M12Rik,0,0,0,0,0,0
Gm12908,0.003625451,0.000288505,0.000764172,0,0.001069236,0
Lrp8,0.013339263,0.007190143,0.010934205,0.007959483,0.031558952,0.007718013
B230314M03Rik,0.032808599,0.025834093,0.019243092,0.017682729,0.017387003,0.024452862
B230314M03Rik.1,0.002495032,0.004721359,0.002954006,0.005060636,0.001474245,0.001867064
Magoh,2.292693928,2.108613115,3.37403282,2.751591863,3.008425892,2.484624434
0610037L13Rik,0.441687901,0.414556167,0.464151775,0.427877586,0.471504598,0.42461192
Cpt2,0.227543797,0.249996661,0.200830341,0.201647594,0.206748445,0.251396743
Slc1a7,0,0,0,0,0,0
Podn,0.002581785,0.001772097,0,0.000650268,0,0.000922254
Scp2,1.298942549,1.292148699,1.222373439,1.162772464,1.316778842,1.186805965
Echdc2,0.054958226,0.047627288,0.09398346,0.090047251,0.097187716,0.058593375
Zyg11a,0,0,0,0,0,0
Zyg11b,0.11372846,0.128936455,0.08511442,0.115579138,0.102033154,0.089707971
Selrc1,0.409146672,0.343988063,0.426795043,0.441493026,0.422158614,0.475883446
Fam159a,0.014183081,0.010724347,0.016733239,0.158531816,0.013475288,0.025194752
Gpx7,0.657864742,0.580753504,0.490184224,0.496750569,0.696863944,0.364696365
Gm12738,0.001342564,0.001401428,0.000499355,0.000651193,0,0.000362687
Zcchc11,0.595988416,0.630891033,0.61650665,0.954636807,0.907480571,0.557286515
Gm12739,0,0,0,0.000772505,0.000445277,0
Gm12737,0,0,0,0.000317855,0.000352545,0.000225595
Prpf38a,1.073997177,1.054098305,1.356980149,1.170397501,1.289925284,1.119693894
Orc1,0.026615942,0.027990644,0.073959338,0.054563179,0.064029777,0.050844562
Gm12743,0.004719113,0.008564464,0.001077651,0.005274526,0.002811352,0.001830102
Cc2d1b,0.059677548,0.082214867,0.0994114,0.111885635,0.097731172,0.085684032
Gm20731,0.002408419,0.004767327,0.003113516,0.008988019,0.00702469,0.004249258
Gm17354,0.033348655,0.030588314,0.025397896,0.044085678,0.032697159,0.026969232
Zfyve9,0.147172807,0.175593562,0.178647591,0.222349013,0.201085126,0.184217019
AL607070.1,0.03005606,0.029020128,0.020798852,0.022451986,0.024568303,0.020565302
Gm12741,0,0.000495114,0.000731587,0.000993577,0.001581714,0.000503966
Btf3l4,2.301261067,2.739672145,2.789756568,2.820744452,2.795425733,2.950733121
Txndc12,0.74435999,0.842926362,0.833808654,0.878558327,0.954803965,0.674573736
A730015C16Rik,0,0.00038889,0.003264628,0.000679133,0.001372883,0.001020308
Kti12,0.272436434,0.26831781,0.433011716,0.381226102,0.362701185,0.371378141
Rab3b,0.138851144,0.322182806,0.165375816,0.202017955,0.139388415,0.194616999
Gm12736,0.002221602,0,0,0,0.001062042,0.000535375
Nrd1,0.475142941,0.534217777,0.545784972,0.618178352,0.627087876,0.466420583
Osbpl9,0.169815132,0.244644423,0.170113934,0.170307098,0.211397301,0.139781968
Calr4,0.000683512,0.001447527,0.001331586,0.000306576,0.000477099,0.003514572
Eps15,0.146634047,0.16386539,0.123952807,0.165589288,0.134357506,0.137573468
Gm12749,0.01278844,0.014472957,0.010540662,0.020732888,0.018191528,0.007926032
Gm12750,0,0,0.000378695,0,0,0.000587588
Ttc39a,0.014830395,0.022877053,0.013987104,0.019251933,0.020980788,0.018011735
Rnf11,0.830451542,0.81198282,0.558698105,0.804234129,0.747397892,0.674027284
9630013D21Rik,0,0,0,0,0.000331921,0
Cdkn2c,0.007543653,0.016789959,0.020050779,0.009288054,0.014346919,0.018557428
Faf1,0.625803446,0.669246082,0.614767768,0.64963735,0.547903397,0.666468296
Gm12808,0,0,0,0,0,0
3010003L10Rik,0,0,0.000280182,0.001418099,0,0
Dmrta2,0.008480749,0.010963988,0.023730508,0.013723953,0.022896061,0.008950847
Elavl4,0.022164156,0.028213098,0.045323777,0.083003822,0.018864572,0.04433335
Agbl4,0.003388513,0.002378641,0.000830258,0.001915092,0.000182986,0.001393916
Gm12807,0.002340458,0.004436118,0.002483047,0.002556457,0.002355938,0.002148958
Gm12804,0.000618062,0.000622252,0.001808923,0.00298396,0.004199491,0.001143212
Bend5,0.106100577,0.178987789,0.136906719,0.144627217,0.134327146,0.114218343
Spata6,0.075779713,0.083118985,0.115243325,0.137496486,0.107953742,0.076905661
Gm12961,0.001069938,0,0,0,0.000563544,0
Gm12960,0.001920864,0,0.000644792,0.00315675,0.000967885,0.001050039
Slc5a9,0,0,0,0.000282554,0,0.000265306
Gm12821,0,0,0,0,0.000392248,0.000164742
Gm12816,0.089700332,0.073709906,0.098808432,0.087125986,0.117572992,0.107197544
Gm12818,0.000851908,0.001764642,0.001637831,0.000756476,0,0.000947954
Gm12824,0.374087812,0.062454733,0.054065785,0.009284911,0.317166519,0.006152661
Gm12829,0,0,0.002403984,0.001807002,0,0
9130410C08Rik,0.000513374,0,0.00328811,0.00288589,0.002367371,0.000508698
Gm12830,0,0,0,0,0,0
Foxd2,0.004581254,0,0.012135843,0.004690063,0.004834006,0.001486514
9130206I24Rik,0.003045924,0.00321825,0.03247807,0.015623505,0.020584805,0.003280546
Foxe3,0,0,0,0,0,0
Cmpk1,0.915575839,0.978261389,1.135324611,1.028126816,1.00408584,0.83004813
Stil,0.032256161,0.048528036,0.043158195,0.054585719,0.067647884,0.047682402
Tal1,0.001728225,0.000558008,0.003209394,0.003625847,0.001352589,0.001625302
Pdzk1ip1,0,0.0005975,0.000722101,0.000230139,0.00071622,0.000760369
Cyp4x1,0.004647166,0.014678171,0.003863919,0.003957549,0.001604079,0.00777667
Gm12835,0.000602258,0.008558955,0.002200382,0.000403092,0.000457933,0.003497795
Gm12834,0,0,0,0,0.000192106,0
Gm12838,0,0,0,0,0,0.000268455
Gm12833,0,0,0,0,0,0.000427543
Metazoa_SRP.49,0,0,0,0,0,0.000229217
Cyp4a31,0,0,0,0,0,0
Gm12839,0,0,0,0.000528159,0,0.000562917
Cyp4b1,0,0,0.000239401,0,0.000993539,0
Gm12848,0.016134903,0.004942505,0.021847085,0.01960126,0.025682041,0.020579425
4732418C07Rik,0.148644823,0.203998154,0.19857727,0.21989809,0.224718235,0.194409556
4930544O15Rik,0.000921887,0,0,0.001083368,0,0.000171335
Atpaf1,0.407157649,0.379726638,0.324994202,0.328099857,0.366328308,0.407015625
Mob3c,0.029658646,0.038430571,0.025679419,0.036795661,0.025361322,0.021042772
Mknk1,0.064790247,0.07377403,0.06242788,0.059120503,0.053138967,0.05398698
Kncn,0,0.000723081,0,0.000792086,0,0
6430628N08Rik,0,0.000981399,0.000237561,0.001019288,0,0
Dmbx1,0.000623648,0.000441184,0,0,0,0
Faah,0.001940158,0.0009629,0.000847314,0,0.002457936,0.001917098
Nsun4,0.150615957,0.15833634,0.091496067,0.102621168,0.089365504,0.101446745
Nsun4.1,0.00318714,0.000549149,0,0,0.000210494,0
Uqcrh,11.16850091,11.50784542,7.911258188,6.865227637,8.050076264,10.53450984
Gm12854,0.017311406,0.013416103,0.017957245,0.041162959,0.019608068,0.02423135
Lrrc41,0.274071231,0.305984436,0.343858112,0.319215135,0.395555094,0.29402767
Rad54l,0.115255982,0.143800881,0.188828023,0.153159929,0.201490299,0.170252913
Pomgnt1,0.272115126,0.318931211,0.265095187,0.31897353,0.316177038,0.275629979
Lurap1,0.032068839,0.040287516,0.020498868,0.012065949,0.016048119,0.022176949
Tspan1,0,0,0.000311092,0,0,0
Gm12951,0,0,0,0,0,0.000168752
Gm12952,0.000685831,0.000985634,0.000220047,0,0,0.000105638
Pik3r3,0.039598504,0.057715175,0.038583271,0.043116345,0.077942918,0.031066539
Mast2,0.041908374,0.056060188,0.057219071,0.085535458,0.070410557,0.063977165
Ipp,0.056905342,0.08519884,0.086139041,0.101852972,0.072010095,0.081176228
Tmem69,0.059981686,0.041422914,0.062444107,0.05056771,0.047330461,0.062409855
Gm12953,0,0,0.000207092,0.000621345,0,0.000544672
Gpbp1l1,0.218318237,0.234800364,0.190905625,0.237101058,0.221555087,0.187050104
C530005A16Rik,0.00238355,0.003163802,0.003227834,0.002711609,0.00504699,0.002472584
Ccdc17,0.001078305,0.005449249,0.001302077,0.000420933,0.00343971,0.003439965
Nasp,2.086973174,2.354121612,4.160219347,3.375735696,4.259380545,2.999936395
Akr1a1,4.350457018,4.66898963,4.635179003,4.530499956,5.162365024,3.756976531
Prdx1,24.13564073,23.34693289,29.00820482,22.3340437,24.48334203,22.39483399
Mmachc,0.191986363,0.149954032,0.186120247,0.150304337,0.171893825,0.213691581
Ccdc163,0.046953523,0.055954766,0.072260864,0.068258567,0.082435268,0.046971777
Tesk2,0.005109766,0.017530495,0.013670571,0.017361451,0.014967598,0.009695054
Metazoa_SRP.50,0,0.000670462,0,0,0,0
Toe1,0.16187064,0.203783786,0.246484352,0.230451066,0.217706504,0.196055828
Mutyh,0.043799015,0.037227613,0.044866503,0.050363852,0.045773732,0.050558045
Hpdl,0.009106438,0.003241065,0.009149113,0.003240617,0.005764012,0.013762599
Gm12996,0.004258192,0.003623104,0.003138479,0.005021707,0.002422894,0.007029731
Rpl36-ps8,0,0,0.001694036,0.002142191,0.005415422,0.001889356
Gm12993,0,0.000560488,0,0,0,0.000469957
Zswim5,0.016155008,0.015325833,0.014581749,0.014101477,0.013501855,0.017243967
7SK.218,0,0,0.000618457,0.000943888,0,0.000213432
Urod,0.644815627,0.696670637,0.57841779,0.585955761,0.699030378,0.563564053
Hectd3,0.037637344,0.032743974,0.032065457,0.031242825,0.0281411,0.019947389
Eif2b3,0.380320307,0.308740488,0.482221919,0.397321544,0.416817603,0.44822543
Ptch2,0.002510172,0.000513119,0.006670693,0.00368036,0.009551944,0.00118639
Btbd19,0.020599181,0.007134767,0.025546341,0.014321982,0.011968934,0.033175081
Tctex1d4,0,0,0,0,0,0.000569684
Plk3,0.004763877,0.002528631,0.011527416,0.015375253,0.012538068,0.003180137
Gm13015,0.002625195,0.001729814,0.001849815,0.002334695,0.002681891,0.002765494
Rps8,27.71668874,24.28067788,34.8557197,27.48044474,32.68163003,32.92160235
Kif2c,0.177549852,0.249693442,0.448080924,0.365274696,0.469050234,0.284855442
U5.6,0,0,0,0.001418099,0,0
U5.8,0,0.000507016,0.000297902,0,0.001353256,0.000290937
Gm1661,0.004145809,0,0,0,0,0
Tmem53,0.137986889,0.1264874,0.039225785,0.056071888,0.084357172,0.042161721
Rnf220,0.683079943,0.820583239,0.753570388,0.653583547,0.666327867,0.593761888
Gm12843,0,0.000756328,0.001012299,0.00151379,0.000626915,0.000584313
Gm12827,0,0.002343092,0.001035825,0.000931121,0.001196184,0
Eri3,2.319683483,1.502289903,0.998401221,1.499153247,0.9672325,1.771206425
Dmap1,0.354164331,0.366925184,0.383795147,0.427008373,0.343968851,0.351605799
Gm12840,0.000591325,0.001260318,0.000697685,0.005330748,0.00062577,0.001090717
Gm12844,0.001700864,0.004627312,0.002102194,0.000671549,0.003852229,0.001926148
Klf17,0,0,0,0,0,0
Gm12842,0.001299806,0,0.000393386,0,0.001263287,0.000277995
Slc6a9,0.030607191,0.019078681,0.007782439,0.010856359,0.014980809,0.014001936
Ccdc24,0.000537597,0,0.001967797,0.000318012,0.00099434,0.000422601
B4galt2,0.117482163,0.107713298,0.128158372,0.147770376,0.162379706,0.164351205
Gm12841,0,0,0,0,0,0
Atp6v0b,1.569511745,1.909148063,1.814287745,1.729304691,1.552985909,1.750485839
Dph2,0.091197929,0.071774513,0.061694325,0.074294193,0.071672377,0.098537473
Ipo13,0.11140364,0.090879798,0.10525275,0.093910451,0.111759709,0.120045534
Artn,0,0.000658859,0.000773907,0.00061515,0.000860022,0.001807158
St3gal3,0.095046408,0.104283412,0.116702257,0.113206944,0.111490945,0.095860356
9530034E10Rik,0.040510204,0.042742809,0.033955336,0.037467107,0.040252424,0.034618719
Kdm4a,0.065067655,0.072167664,0.081852386,0.052503044,0.095164566,0.052117568
Ptprf,0.329693863,0.332417173,0.417458252,0.788259571,0.397164891,0.367661862
Hyi,0.133792087,0.145049003,0.087509344,0.207398824,0.11769965,0.145452359
Szt2,0.013851971,0.024915433,0.02537249,0.024595177,0.026759393,0.022520986
Med8,1.089226172,1.063402302,1.396974246,1.140246843,1.276828758,1.150146728
Elovl1,0.234622059,0.420544274,0.368289352,0.457682806,0.309444306,0.413190001
Cdc20,0.909280347,1.182215799,2.143897089,1.603344786,1.73001249,1.440317274
Gm12858,0.000928262,0,0.001594016,0,0.000735306,0
Mpl,0,0,0,0,0,0.000101028
Tie1,0.004321111,0.000509513,0.000781274,0.000307546,0,0.000965368
Gm12859,0,0,0,0,0.000755978,0.00019304
Gm12857,0.023872351,0.016953163,0.028261389,0.019063518,0.023831,0.022467255
2610528J11Rik,0.004620837,0.001895689,0.007972862,0.00131536,0.004994016,0.003384796
Tmem125,0.00293444,0.007394597,0.004118977,0.001092949,0.002326195,0.002790515
Wdr65,0,0,0,0.000295642,0.000827404,0.000312127
Ebna1bp2,1.14268959,0.920228155,1.683321823,1.360897183,1.615364276,1.473928201
Gm12856,0.001046096,0,0,0.000580077,0.001567442,0.001061815
Gm12864,0,0.00053709,0,0,0,0.000176185
Gm12862,0,0.000523798,0.000339352,0,0,0.000456623
Gm12866,0.030591299,0.021163128,0.010000242,0.006063345,0.004866937,0.013993285
Slc2a1,7.463168041,7.796892664,2.954078385,3.552051367,2.271397522,4.829732198
Gm12868,0,0,0,0,0,0
Zfp691,0.045305977,0.042604917,0.040988679,0.026568305,0.032510734,0.035669325
Ermap,0,0.000741777,0,0.000805324,0.000675893,0.000249647
Ccdc23,1.291163613,1.185393079,0.991537807,1.255639236,1.279647418,1.043193722
AU022252,0.404228293,0.423532753,0.438876505,0.432971253,0.420134259,0.408660127
4930538K18Rik,0,0,0,0,0,0
Gm12898,0.000953821,0.003047991,0.003345174,0.001447283,0.00638157,0.00290698
Lepre1,0.229076247,0.287252077,0.267463936,0.363959418,0.389094151,0.211404807
Gm12927,0.000572337,0,0,0,0,0.000213123
Cldn19,0,0,0,0.000502881,0,0
Ybx1,24.37701947,23.12219106,33.20327383,26.42978548,30.08166787,25.42420633
Ppih,1.101320794,1.127011364,1.6012279,1.163059394,1.419919577,1.283503195
Ccdc30,0.026004559,0.015744172,0.010714153,0.019342221,0.019161055,0.009433005
Ldha-ps2,0.007310563,0.002364557,0.002866226,0.003954058,0.00412865,0.004206989
Ppcs,0.219752867,0.296940285,0.181331932,0.242936675,0.199079514,0.202013456
Zmynd12,0.000591325,0.001311587,0.000350985,0.00033193,0.00153416,0.000809078
Rimkla,0.019366665,0.024932268,0.007372932,0.010102621,0.016643346,0.016784116
Gm12956,0,0,0.000582259,0,0,0
Gm12955,0,0,0.000723994,0.001707477,0.000949359,0.000442995
AA415398,0.009856113,0.010524108,0.007689938,0.021432455,0.010540393,0.011473332
Foxj3,0.141665391,0.1684575,0.11254905,0.164577707,0.149119012,0.164865644
Gm12959,0.01882294,0.015035903,0.011213942,0.008919258,0.016104657,0.009086022
Guca2a,0.004937296,0.001448638,0.000165515,0.000892989,0.000718018,0.002183584
Guca2b,0.00483652,0,0,0,0,0.002133518
Hivep3,0.021116875,0.012763186,0.005221321,0.020270231,0.016617179,0.011776841
Hivep3.1,0.000634964,0.000494003,0,0.00080012,0.000427101,0
Edn2,0,0,0,0,0,0.000354171
Foxo6,0,0.003799185,0.00109428,0.005520177,0.000483175,0.001901643
4732418A04Rik,0,0,0.000679715,0,0,0.000119121
Scmh1,0.264349395,0.286626578,0.179482512,0.334036769,0.209530952,0.173935129
Ctps,0.581439351,0.482648623,1.001057898,0.763702653,0.728900251,1.042856835
Gm8439,0,0,0,0,0,0
Gm12860,0.005067669,0.001991883,0.001999409,0.002616652,0,0.003820309
Cited4,0.560171309,0.494047144,0.121894717,0.159218692,0.092634755,0.361406289
Kcnq4,0.010512679,0.014077541,0.007714151,0.020046971,0.009026882,0.006443072
Nfyc,0.914032675,0.838528703,0.879249416,0.922303744,0.839663443,0.799977203
Rims3,0.076542041,0.084801197,0.205130058,0.214370723,0.05634143,0.106250062
Gm12871,0,0,0.00054051,0.000541061,0.00087397,0
Exo5,0.06921787,0.068622056,0.121394378,0.129349295,0.121624902,0.055865487
Zfp69,0.002601242,0.002671084,0.003482842,0.009589233,0.003597581,0.002320061
Smap2,0.196347496,0.222111048,0.244151776,0.436191474,0.231327268,0.21330746
Col9a2,0.001615785,0.001637519,0.008617234,0.132864395,0.007101892,0.006231923
