,Endocardial/Endothelial,Epicardium,Lateral Plate Mesoderm,Multipotent Progenitors,Myocardium,Neural Crest,Paraxial Mesoderm
Gm15501,0.186846134,0.156158902,0.116258015,0.218402718,0.148783098,0.270666873,0.189816733
AC138594.1,0,0,0,0,8.94E-05,0,0
Tenm4,0.037840478,0.200145707,0.235121616,0.234491938,0.194586596,0.107177046,0.435783013
Rps11-ps5,0.003767346,0.004315646,0.001960957,0.004766235,0.003385067,0.004904559,0.002536419
Gm15414,0,0,0,0.000227137,0,0.000143085,0.001342105
Gm15415,0.000417895,0.001234836,0.001232288,0.002650213,0.002382256,0.001684876,0.003446858
C230038L03Rik,0.000184469,0,0,0.00030287,0.000435382,0,0
Nars2,0.101453412,0.092460167,0.084148278,0.103853988,0.077995277,0.127468951,0.121296693
Gab2,0.065372141,0.01633605,0.013568777,0.019505643,0.023784848,0.027922348,0.008279541
Usp35,0.008676403,0.019432058,0.01970353,0.013826629,0.010320248,0.00776507,0.008087198
Kctd21,0.008605259,0.007792958,0.012904192,0.008757043,0.009039039,0.004483828,0.005008893
Alg8,0.327666791,0.351618752,0.520493842,0.347796802,0.297716683,0.320245632,0.390176228
Ndufc2,3.899127924,4.064661357,3.82352833,3.94889631,5.432328388,3.964199627,3.811956584
Gm16053,0.006300547,0.004103354,0.005025111,0.007930016,0.004155919,0.005062542,0.005062895
Thrsp,0,0,0,0,0.000339314,0,0
Kctd14,0.006735964,0.01721435,0.011493276,0.007556318,0.002590011,0.005997244,0.012639445
Ints4,0.168397744,0.186319447,0.149154869,0.206573451,0.156873151,0.207003119,0.203367441
SNORA32.14,0.00029451,0,0,8.34E-05,0,0.000408964,0
1810020D17Rik,0.23193128,0.250236535,0.581267951,0.244051569,0.260628888,0.179937795,0.206736492
Rsf1,0.521902844,0.649814441,0.729800788,0.744157162,0.636786477,0.690431177,0.720219311
Gm15623,0.003534619,0.003551693,0.003359124,0.003339195,0.001712353,0.002302008,0.004718891
Clns1a,2.562480622,2.638092643,3.011850429,3.288778175,1.846713534,4.221380429,3.926964503
Gm9990,0.028890406,0.031377307,0.022789638,0.047524164,0.021142115,0.062053425,0.05802121
Aqp11,0.022060263,0.020694176,0.001705169,0.018945051,0.030116141,0.005002238,0.008537035
Pak1,0.054238294,0.111233415,0.084335709,0.144256592,0.04454586,0.172613941,0.111332717
Gdpd4,0,0,0,5.63E-05,0.001658927,0,0
Myo7a,0.095186638,0.025427456,0.015222086,0.021645341,0.01463774,0.02270154,0.022930962
Capn5,0.056826713,0.005121064,0.003854657,0.00351541,0.010823543,0.00021639,0.003730811
Omp,0.0024449,0,0.000985453,0.000648825,0.001218275,0,0.000383714
AC119880.1,0.003691628,0.000597555,0,0.000624001,0.001967718,0,0.000388695
Acer3,0.213749756,0.125369167,0.114029097,0.118131228,0.147224177,0.086698867,0.128887086
Tsku,0.018235848,0.024095051,0.026845391,0.030983012,0.02252886,0.019844121,0.042557672
Lrrc32,0.039272515,0.017222617,0.015471778,0.004414444,0.002664024,0.000963855,0.005514623
2210018M11Rik,0.128325181,0.140319347,0.107186089,0.164130875,0.136302787,0.135792866,0.178279028
Gm15506,0.00380072,0.005376576,0.00191657,0.003150715,0.008232327,0.002956902,0.002776938
Prkrir,0.40890561,0.437717453,0.402905335,0.489272399,0.344413303,0.532769784,0.599768366
Wnt11,0.073638289,0.043759874,0.059079824,0.012444444,0.153206639,0.000833887,0.004947745
Uvrag,0.190197509,0.0849877,0.148506597,0.086389077,0.165853111,0.093815475,0.085252303
Dgat2,0.043756378,0.068951959,0.073380402,0.065747816,0.119016522,0.126976929,0.125022244
Mogat2,0.98283943,0.340583694,0.853816801,0.457423135,0.096769159,1.555779542,1.209042363
AC111120.1,0,0,0,0.000176946,0,0,0
Mtap6,0.004701836,0.008528582,0.018780066,0.004190445,0.001203641,0.005753489,0.007949466
Serpinh1,13.36136873,16.17515006,20.09088249,9.634923307,11.91162377,8.667831079,7.796300188
Gdpd5,0.194208246,0.079206004,0.081246617,0.025820529,0.074070735,0.019837189,0.012492582
Klhl35,0.045421735,0.002500318,0.004585707,0.003753302,0.001816175,0.003265469,0.008057124
Rps3,36.61897165,33.41806311,34.83519461,38.81375985,29.37329739,39.48012333,42.21105256
Arrb1,0.127487178,0.034695514,0.077328272,0.04820526,0.035729222,0.085495883,0.053938247
Gm4980,0.001432893,0.00445803,0,0.000353872,0.000506945,0.000186568,0
Slco2b1,0.004983769,0.000637487,0,0.000132083,0.000568692,0.000368119,0
Gm15635,0.000179276,0.000312113,0,0,0,0.000113992,0
Neu3,0.017596096,0.009262772,0.021871188,0.010430026,0.018310292,0.002473381,0.003424366
Spcs2,4.631798469,4.543357649,5.397370678,4.441574406,3.827405822,3.961469911,4.20543382
Xrra1,0.000561131,0,0,0.000295403,0.000965655,0.001151829,0.001504882
Rnf169,0.071409755,0.058686602,0.060484012,0.075384425,0.049060917,0.064281971,0.084886606
Chrdl2,0,0.000982164,0,0.000633662,0.000601079,0.001140731,0.000861378
Pold3,0.704889053,0.695819017,0.658958758,0.866342878,0.407245451,0.818822012,0.918983401
Lipt2,0.515715382,0.28261566,0.330332363,0.274897152,0.152942243,0.34243469,0.249621917
Kcne3,0.306173611,0.005285299,0.010528418,0.004088056,0.002012888,0.000831213,0.000519318
Pgm2l1,0.054617276,0.04005813,0.027095252,0.047442555,0.030833028,0.041120299,0.065067482
Gpx2-ps1,0,0,0,0,0,0,0
P4ha3,0.005456453,0.004252669,0.009295054,0.001489133,0.00692189,0.000122976,0.000772415
Ppme1,0.389052951,0.368051793,0.329748752,0.401748792,0.493668903,0.370949336,0.396805453
C2cd3,0.107732303,0.117229364,0.071135846,0.134126057,0.084070861,0.090188169,0.1088771
Ucp3,0.000199768,0,0,0,6.74E-05,0,0
Ucp2,0.081625603,0.060366034,0.018763948,0.046687588,0.048461849,0.017485605,0.029437255
Dnajb13,0.000257752,0,0.000914323,0,6.99E-05,0,0
Chchd8,0.22384681,0.177822706,0.220895299,0.156083841,0.232564638,0.175680628,0.136870391
Mrpl48,0.694889416,0.727632583,0.624734949,0.647644781,0.785077955,0.621650907,0.581365556
Gm15683,0.045076567,0.034655978,0.021775449,0.029083791,0.035092981,0.02366624,0.023642533
Rab6a,1.69594699,1.830642672,1.762439394,1.460473394,1.953605603,1.412920905,1.255430006
Gm14382,0,0,0,0,5.26E-05,0,0
Plekhb1,0.005069235,0.001840554,0.003161018,0.000747445,0.002219049,0.001355771,0.000266503
Fam168a,0.119152908,0.234023908,0.147226318,0.157822502,0.181480184,0.091740985,0.12289687
RP24-98O8.1,0.010236622,0.007327437,0.013337284,0.014492952,0.018255289,0.017266962,0.014676291
Relt,0.095460749,0.01803775,0.010719987,0.029354399,0.017499053,0.038542413,0.023203844
Arhgef17,0.072740371,0.138684466,0.151414549,0.113338033,0.11198722,0.077377022,0.083823493
P2ry6,0.004261645,0,0.000870576,0.000302439,0.000133724,0,0
P2ry2,0.015164177,0.002273965,0,0.001336968,0.000793894,0.002354138,0.002990202
Fchsd2,0.153025726,0.106492185,0.061809682,0.108942171,0.107057511,0.078404397,0.11638468
Gm6341,0.067864455,0.071290699,0.080180605,0.089208625,0.063759945,0.108518331,0.085365297
Gm15673,0.016009765,0.007673953,0.005863125,0.013067506,0.007075931,0.01595856,0.007988724
Atg16l2,0.042738036,0.032155594,0.025154914,0.036701694,0.036737253,0.026776293,0.036495387
Stard10,0.034655413,0.098503293,0.189312615,0.060125748,0.640635498,0.024952562,0.036409444
Arap1,0.018603614,0.069165695,0.07723286,0.029010702,0.046912371,0.017816119,0.033179769
Pde2a,0.177994938,0.003399603,0.001171594,0.027470437,0.005135896,0.002720602,0.115084663
Gm7027,0.123809136,0.111310703,0.064832408,0.155805137,0.102502831,0.235724259,0.104870776
Clpb,0.308052628,0.295267991,0.223104405,0.267666037,0.221558634,0.234292157,0.229271585
Phox2a,0.0037095,0.007852696,0.001552654,0.011513197,0.003434985,0.008273649,0.005587623
Inppl1,0.1020122,0.127125848,0.173124381,0.143059956,0.167051383,0.107708934,0.173685039
Gm10602,0.00032782,0.000752913,0,0.000575657,0.001141295,0.000124649,0.000928631
Folr2,0,0,0,0.000131541,9.07E-05,0,0
Folr1,0.001816813,0.003504397,0.010627125,0.002831512,0.004233727,0.00274614,0.006223586
3200002M19Rik,0.647313259,0.611385225,0.624788262,0.648559504,0.509288243,0.817055933,0.691572007
Tomt,0.000244931,0.000416111,0,0.000297469,0.000296717,0.000608263,0
Lamtor1,1.812925793,1.870206237,2.125879818,1.824405008,2.013605485,1.829527813,1.901132416
Lrrc51,0.04228929,0.068119919,0.03580705,0.05154599,0.043779606,0.043887215,0.035340713
Numa1,0.305870787,0.299681867,0.2903534,0.411887768,0.193808513,0.385852128,0.467087667
Il18bp,0.005342113,0.006727793,0.008290034,0.005647154,0.004376917,0.005987402,0.006618467
Rnf121,0.365168346,0.398497489,0.405129048,0.299016316,0.367081544,0.278298781,0.289221274
Trpc2,0.146005983,0.14833676,0.110913676,0.164341559,0.104627394,0.145405625,0.177219095
Art5,0.012179879,0.021059244,0.012910504,0.03472767,0.123719056,0.013397177,0.012403186
Art1,0.002186677,0.011968445,0.00065136,0.010670924,0.0480786,0.002178831,0.005522631
Chrna10,0.000409908,0,0,0,0.000185067,0,0.000260905
Nup98,0.080585048,0.09028188,0.096741051,0.082191027,0.065490188,0.072172038,0.093727651
Pgap2,0.331396838,0.354621581,0.307588396,0.385293113,0.245962811,0.418016038,0.427636484
Rhog,0.433950707,0.176806845,0.246800413,0.177542192,0.148627289,0.188227332,0.18116535
Stim1,0.048154967,0.041692512,0.128095651,0.014815741,0.037059267,0.016382741,0.008933544
Rrm1,1.637156801,1.521803206,1.372508621,1.452772387,1.022802875,1.585901501,1.227975788
Olfr543,0.00049653,0,0,0.000227551,0.000297102,0,0
Trim21,0.003008344,0.002631705,0,0.003271388,0.002444772,0.002809999,0.005548082
Trim68,0.028586547,0.048910449,0.081065396,0.033659936,0.065431861,0.016282856,0.020466847
Olfr558,0,0,0.002074703,0.000151027,0.000249436,0,0.000442733
Olfr574,0,0,0,0,8.98E-05,0.000372366,0
Olfr613,0.000119514,0,0,0.000123405,3.46E-05,0,0.000132248
Hbb-b2,0.01081515,0.003127047,0,0.001994361,0.001130675,0.003846146,0
Hbb-b1,0.009373242,0.004770414,0.001142309,0.004897802,0.00280125,0.013023807,0.000245353
Hbb-bh2,0,0,0,0,0,0,0
Hbb-bh1,0.409410188,0.343506743,0.029989789,0.227549093,0.233731715,0.32070984,0.037806816
Hbb-bh0,0.000210919,0,0,0,4.11E-05,0,0
Hbb-y,0.991125657,0.695185469,0.040219943,0.446761746,0.413827604,0.715937211,0.036584994
Gm15118,0.056599942,0.043256729,0.067950267,0.067740931,0.053247176,0.094945192,0.051788091
Gm4886,0,0,0,6.61E-05,0,0.000370347,0
Trim6,0.119336781,0.083222215,0.104342823,0.045395263,0.048657144,0.056041564,0.055698869
Trim34a,0.010496353,0.004641212,0.004629049,0.002163275,0.00237338,0.000391148,0.002059119
Gm15135,0,0,0,0,4.58E-05,0,0
Trim5,0.00185628,0,0,0.000497066,0.000709876,0.000101703,0
Trim12a,0.03356721,0.033742439,0.029881334,0.010076416,0.014929835,0.004375086,0.007550744
Gm15133,0.000742695,0.000388993,0.000994489,3.80E-05,0.000447016,0.00016825,0.000291711
Trim12c,0.045541107,0.039229923,0.029409408,0.023973994,0.029775566,0.010109453,0.013826714
Trim30a,0.015571797,0.000255341,0.001487814,0.000128951,3.74E-05,0,0
Trim30d,0.000767424,0,0,0,4.49E-05,0,0
Gm16464,0,0,0,0.000503768,0.000150413,0.000309783,0.000272451
Trim30e-ps1,0,0,0,0,0,0,0.000254085
Olfr658,0,0,0,3.31E-05,0.000228947,0,0.000199572
Gm4887,0.005529042,0.003521122,0.003417875,0.001912653,0.002295426,0.004312522,0.001057254
LAMTOR3,0.010772385,0.006938086,0.009405787,0.009693023,0.010885574,0.009643847,0.00819867
Fam160a2,0.10360908,0.094689008,0.131444637,0.08428187,0.101235211,0.061551608,0.084903887
Cnga4,0,0,0,0,0.000163423,0,0.000142811
Cckbr,0,0.001742266,0,0.00011707,4.91E-05,0,0
Prkcdbp,1.64671576,0.211849346,0.10437145,0.074331508,0.98217521,0.06003841,0.030671403
Smpd1,0.160705262,0.217021365,0.272211854,0.151912546,0.295218328,0.095047956,0.11479967
Apbb1,0.150351436,0.525639545,0.976845793,0.354216809,0.57864376,0.229831836,0.266189552
Hpx,0.00090753,0.001693412,0.000514595,0.000671234,0.000745404,0.000613452,0.000546131
Trim3,0.074582259,0.096349656,0.134593843,0.04170468,0.079466687,0.032367964,0.031165181
Arfip2,0.25320496,0.272832828,0.272839234,0.264388178,0.199301592,0.198587748,0.271081104
Fxc1,0.905532844,0.716806195,0.729490452,0.672953969,0.746041752,0.825783221,0.717136209
Dnhd1,0.005527745,0.005093033,0.002673482,0.005120173,0.004510391,0.004761138,0.005017161
SNORA43,0.000381931,0.00046483,0.000716407,5.80E-05,3.34E-05,0,0.000183607
Mrps36-ps2,0.003087739,0.006458072,0.002415465,0.004986096,0.006926606,0.005464201,0.00335201
Rrp8,0.588279596,0.497849194,0.616461495,0.51668388,0.415405432,0.793402379,0.720592531
Ilk,1.146017573,1.453038301,1.879535365,0.765460556,1.622031183,0.686512233,0.630319095
Taf10,2.672813445,2.492437361,2.783252644,2.739830008,2.735980852,2.727112699,3.108267239
Tpp1,0.285433237,0.252336737,0.217809463,0.230906478,0.341236025,0.217968573,0.228328441
Dchs1,0.103614862,0.084334818,0.034080997,0.081581244,0.021132753,0.036481203,0.096486914
Gm15645,0.000266654,0,0,0.000383891,0.000680281,0.001765515,0.000793142
Mrpl17,3.201008703,2.257169972,2.124429332,1.930436132,1.577738173,2.039042895,2.421939202
Gm4070,0.000946855,0.000403466,0,0,0,0,0
Gm20663,0.00013803,0.000866758,0.001794679,0.000774436,0.000240962,0.001050673,0.000340433
Gvin1,0.000625556,0,0,0,0,0,0
Gm8995,0.002518484,0,0,0,0,0,0
Rbmxl2,0.0009769,0.000830423,0.00138518,0.00116878,0.001456173,0.002795326,0.002529498
Syt9,0.002955428,0.001814728,0.001575811,0.007205087,0.000782448,0.00620416,0.004637435
Olfml1,0.00081701,0.063203315,0.183078075,0.020892711,0.004862915,0.037748589,0.014958561
Ppfibp2,0.067890698,0.201927501,0.230325489,0.148223173,0.071335894,0.422952324,0.095929765
Cyb5r2,0.0009837,0.000916011,0,0.002369402,0.008786632,0.001373912,0.000587705
Gm10156,0.002450423,0.002619283,0.000854885,0.002205613,0.001460127,0.001704198,0.002436378
Nlrp10,0.00143247,0.000440927,0,0.000943627,0.006767827,0.005174977,0.001301635
Eif3f,6.24151085,5.794000559,5.881941735,6.393091149,4.98742538,6.397326788,6.530655989
AC167362.1,0,0,0,0.000186261,4.71E-05,0.000291268,0
Tub,0.002050267,0.005508946,0.006242556,0.00944587,0.002098935,0.003305843,0.008836534
Ric3,0.019600994,0.02389851,0.028288775,0.034048263,0.027968311,0.033052283,0.044514739
Lmo1,0.012768041,0.134293795,0.073451365,0.05074164,0.015986975,0.027838124,0.026011284
Stk33,0.000262483,0,0,0.001109254,0.000273315,0.000535035,0.001428935
Gm9105,0.003549203,0.00188038,0.00065136,0.003990932,0.002316311,0.003457487,0.005808738
1700095J03Rik,0,0,0,0.000811575,8.38E-05,0.000327795,0.00114045
Trim66,0.001647877,0,0,9.52E-05,0,0,0
Rpl27a,5.304186409,5.337900409,4.304360701,5.868933399,4.198137085,6.366371779,6.598452589
SNORA3.3,0.000301131,0.00031387,0,0.000371082,8.57E-05,0.00035875,0
St5,0.259577603,0.081688088,0.0944048,0.067033085,0.04365771,0.068995049,0.060268911
Akip1,0.168859488,0.159138948,0.227757848,0.129990812,0.15849353,0.156637619,0.122876806
BC051019,0.001519193,0.003491145,0,0.000673389,0.000491797,0.000783476,0.000634736
Ascl3,0,0.000515695,0,0.000247191,0.000258189,0.000235738,0.000128648
Tmem9b,0.265903841,0.335161913,0.604436474,0.212859129,0.511227274,0.141325006,0.228518834
Nrip3,0.00118627,0.000739738,0,0.000529976,0.002692806,0.00040987,0.000122695
Scube2,0.00383474,0.020168684,0.003720067,0.002125505,0.010852863,0.001107002,0.000628833
Dennd5a,0.153739312,0.160531477,0.136516582,0.130171096,0.157740224,0.113308844,0.109480897
Tmem41b,0.194499965,0.275111206,0.315736189,0.206369654,0.275224308,0.191762363,0.198690077
Ipo7,0.101587331,0.113629583,0.082395608,0.101429659,0.095717783,0.132000745,0.113540719
SNORA13.3,0.001536933,0.00310313,0,0.000971418,0.001031637,0.001829271,0.003148067
AA474408,0.016523219,0.020080651,0.01658621,0.023942132,0.015911894,0.016337667,0.028649016
Zfp143,0.131244155,0.144642565,0.118480451,0.15140052,0.141151863,0.131178425,0.172776912
Wee1,0.13602765,0.181013978,0.101396598,0.172003081,0.109619324,0.192540946,0.1767231
Swap70,0.370878856,0.127357935,0.09698018,0.147674652,0.123113973,0.20447765,0.153829561
Metazoa_SRP.77,0,0.002491586,0,0.000252396,0.000270615,0.000528586,0.00078275
Sbf2,0.291937654,0.285270639,0.219642506,0.201264908,0.286967286,0.174075426,0.185554851
Gm10087,0.002419805,0.001999356,0,0.000847663,0.000496704,0.001490128,0.000624297
Adm,0.024598432,0.188546235,0.040788133,0.06756623,0.305170597,0.005167096,0.006895263
B430319F04Rik,0,0,0,0.00012086,0.000165391,0,0
Ampd3,0.007908843,0.026621626,0.014156007,0.010624672,0.012140705,0.000394112,0.003466823
Rnf141,0.158101487,0.070000336,0.100442315,0.072392622,0.096008164,0.060356443,0.059146457
Lyve1,0.108341575,0.000964916,0.005541079,0.000754966,0.003698926,0.000218132,0
Mrvi1,0.009640245,0.015318485,0.037281785,0.000745016,0.035618472,0.000709338,0.000457224
Ctr9,0.338619176,0.42011999,0.419800769,0.480920026,0.374186604,0.37350905,0.459626234
Eif4g2,6.183485454,6.210301056,7.859094923,6.639671769,5.206438846,5.813802533,7.480299695
SNORD97,0,0,0,0,0.000244221,0,0
Galntl4,0.193740785,0.001319949,0.000401185,0.004926545,0.005392592,0.010097839,0.007771333
Usp47,0.398094231,0.557004762,0.66164417,0.391555813,0.488290599,0.319243298,0.330985119
Dkk3,0.022477776,0.046626986,0.155830887,0.035283776,0.166663251,0.007415423,0.030716261
Mical2,0.337611966,0.216398505,0.039356827,0.015710574,0.319222239,0.003256121,0.012986349
Micalcl,0.001030736,0.005446881,0,0.000596235,0.001578998,0.001438343,0.000492805
Parva,0.335978392,0.558284269,0.799889132,0.279914031,0.459945315,0.176249815,0.201476397
A230071N21Rik,0,0,0,0.000320056,7.73E-05,0.000511195,0.000770125
2310014F06Rik,0,0.002513922,0.003659782,0.001303263,0.003459684,0,0
Tead1,0.108825841,0.244118287,0.359188052,0.160717628,0.294691521,0.105810742,0.113290373
Tead1.1,0,0,0,2.65E-05,0.000155841,0,0
Rassf10,0,0,0,0,0,0,0
Arntl,0.027464868,0.030750268,0.012064771,0.037571144,0.035624425,0.018532059,0.020909517
Btbd10,0.324471407,0.236219507,0.119755636,0.191738731,0.323876177,0.146632061,0.150275839
Far1,0.555286494,0.63179218,0.717446467,0.539583368,0.544682217,0.471274143,0.541256564
Spon1,0.110589935,0.191768694,0.204849391,0.209674682,0.484448328,0.184006756,0.119217569
Rras2,1.035854847,1.745436976,1.953977519,0.917719851,1.184460887,0.674697239,0.611678529
Copb1,1.388774455,1.497416652,1.302592752,0.994659379,1.130970307,0.948306594,0.83992356
Psma1,4.690608158,4.871557789,5.205094946,4.701103377,5.288397947,4.253422582,4.464909343
4933406I18Rik,0.001129656,0.001446734,0,0.002433488,0.001087142,0.001376219,0.002385437
Pde3b,0.121035271,0.117631823,0.073980798,0.163194911,0.08853323,0.211395324,0.171210528
Cyp2r1,0.007874426,0.0180725,0.013453082,0.00537583,0.006691374,0.006123534,0.002795692
Calca,0.008647972,0.034715172,0.003490043,0.016903785,0.260010025,0.004655897,0.012898594
Gm15500,3.039154399,2.665715516,2.333642586,2.955557964,2.568502747,3.968463907,2.70948171
Calcb,0,0.00098688,0,0.000274911,0.008690348,0,0
Insc,0.001993131,0.00401808,0.001974443,0.001098488,0.000910685,0.009271579,0.000492532
Gm6816,0.015780882,0.013519744,0.01115371,0.010783348,0.015118048,0.011986707,0.012291325
Sox6,0.055078847,0.139023884,0.130121022,0.042404,0.031849687,0.031065488,0.053337817
1110006G14Rik,0.004527115,0.006622261,0,0.004184483,0.006570649,0.003474306,0.004092049
1700003G18Rik,0,0.000442643,0.000771306,0.000683592,0.000259315,0.000600276,0.00165922
Gm4353,0.005064571,0.008858626,0.004395292,0.004486869,0.003582584,0.012236507,0.003894684
1110004F10Rik,3.111431716,3.400196127,3.90679135,4.035268439,2.712846772,4.19936188,4.122818569
Plekha7,0.001187306,0.016725699,0.013259797,0.017513626,0.043970965,0.001608772,0.004690644
Rps13,15.88276479,14.50378847,15.38975223,17.0395851,13.57133143,16.28039447,19.99433905
Pik3c2a,0.133176068,0.166428463,0.156795908,0.157361451,0.137861704,0.11949464,0.13590301
Nucb2,0.133820206,0.069225869,0.070880605,0.062660696,0.036435717,0.056781572,0.058378531
Xylt1,0.005836395,0.020209643,0.009226425,0.013999555,0.009083224,0.013416485,0.007206761
Rps15a,15.85866003,17.32546567,16.36226543,17.70819874,14.39089239,15.06204023,19.85217568
Arl6ip1,6.527201078,6.619085034,6.703663265,6.589422718,7.332117259,4.545871583,6.174167846
Smg1,0.212330518,0.264327854,0.239673967,0.223481681,0.174542856,0.226410663,0.212324568
4930583K01Rik,0.0003345,0.000954263,0.001130668,0.000568865,0.000531043,0,0
Syt17,0.000768292,0.001775096,0,0.00537142,0.000925706,0.000900183,0.001770897
Itpripl2,0.101958321,0.029607413,0.045363655,0.019115158,0.015607727,0.016719492,0.006829553
Coq7,1.123683093,1.221188546,0.902503,1.1499963,1.403696482,1.349587505,1.047083754
Tmc7,0.034720421,0.018201981,0.018184164,0.025301494,0.012637755,0.025190759,0.036733508
Tmc5,0.001495376,0,0,0.000597061,0.001535689,0.000309543,0.000230434
Gde1,0.543248408,0.83732471,0.983289589,0.546023271,0.586753487,0.352954451,0.5093031
Ccp110,0.092474971,0.119061358,0.12900317,0.182566938,0.113052235,0.173334099,0.196029864
9030624J02Rik,0.277365418,0.250077943,0.228165473,0.226793094,0.229042943,0.189658881,0.21800276
2310008H09Rik,1.430914652,1.673874746,1.474021051,1.99744411,0.89759952,2.300025606,2.119147976
Iqck,0.005202229,0.011735029,0.002811379,0.00561307,0.00182082,0.004455699,0.002707837
Gprc5b,0.022305779,0.04095696,0.029760983,0.034745449,0.006986756,0.043109614,0.030201394
Gp2,0,0,0.001492118,0,0.000578796,0,0
Umod,0,0,0,0.000105261,0,0,0.000626633
Pdilt,0,0,0,0,0,0.000173564,0
Acsm5,0,0,0,0,0,0,0
Acsm1,0,0,0,0.000776775,0,0,0.001004979
Thumpd1,0.659654423,0.726618221,0.648714161,0.758807952,0.67179645,1.027603192,0.77460859
Gm5601,0.075680015,0.077942266,0.077826003,0.102382709,0.086253999,0.127396267,0.091586687
Acsm3,0.000793163,0.000268509,0.000838073,0.007790978,0.001444057,0,0.001251654
Eri2,0.091861254,0.137346944,0.10831002,0.154355924,0.10053869,0.138331727,0.165090567
2610020H08Rik,0.050007665,0.068904007,0.034357783,0.037592574,0.039882761,0.044561121,0.036530332
Dcun1d3,0.073344762,0.054281141,0.061060311,0.043728225,0.048250502,0.048623542,0.048598999
Lyrm1,0.097464884,0.087559829,0.058269339,0.077620523,0.08296603,0.085143914,0.055384528
Tmem159,0.230015732,0.080086823,0.092251196,0.132254536,0.095585252,0.154034863,0.123258509
Anks4b,0,0,0,0,0.000118835,0,0
Crym,0.013347542,0.006234523,0.000643801,0.02881368,0.002556403,0.113511737,0.040777332
Abca14,0.003360541,0,0,7.08E-05,4.66E-05,0.000605298,0
Abca16,0.000122042,0,0,0,0,0.000383394,0
E130201H02Rik,0.013179266,0.013365597,0.008772553,0.013868836,0.010977504,0.015424296,0.012649381
Uqcrc2,2.333935659,2.470483473,2.444066024,2.429402812,3.828037057,2.459162844,2.148517595
Pdzd9,0.001328855,0.002890883,0,0.001636413,0.006301184,0.002696351,0.001953163
AC099930.1,0.006539677,0.007575797,0.0088931,0.007782824,0.035391149,0.006658721,0.006749845
BC030336,0.107628916,0.135098335,0.135389916,0.130554068,0.180603757,0.136339287,0.123949744
Vwa3a,0.000461791,0.000886193,0.001522958,0.000537266,0.003155212,0.000513976,0.000314287
Eef2k,0.059692018,0.246594153,0.22215971,0.161701945,0.029790853,0.085940329,0.150852263
Polr3e,0.292445365,0.323499875,0.33189732,0.296102779,0.187286757,0.334154554,0.363904453
Cdr2,0.286949006,0.319217651,0.488340195,0.181505244,0.235979101,0.185948448,0.140305876
4933427G17Rik,0.000782719,0.000310744,0,0.00071324,0.001371121,0.000600513,0
Gm9234,0.008554528,0.012268563,0.007301627,0.013184823,0.009881806,0.015259002,0.007553985
Gm9905,0.004720448,0.008048329,0.004084421,0.007760525,0.003834478,0.005242445,0.008720612
Mettl9,2.433355596,2.644800637,2.469439804,2.831746758,1.759689168,2.828084525,2.814119412
Igsf6,0.00078132,0,0,0,0,0.000348405,0.000200425
Otoa,0.000831943,0,0,0.000100576,0,0,0.000129443
Hs3st2,0,0.000588723,0,0.002583318,0.001457421,0.001094915,0
Usp31,0.058462555,0.057272685,0.060738808,0.045111931,0.037635213,0.064575771,0.050179765
1700069B07Rik,0,0,0,0.000119028,0.000165054,0.000577015,0.000468207
Scnn1g,0.000445312,0,0,0,0.000102974,0,0
Scnn1b,0,0.000973655,0.000861754,0.000202677,0,0.000139948,0
Cog7,0.069408686,0.107165206,0.074370049,0.09366482,0.111768434,0.102383467,0.111613201
Gga2,0.605600166,0.917346949,0.889997194,0.911283977,0.701548681,0.890035934,0.943806551
Ears2,0.114556274,0.18549075,0.2236852,0.196145709,0.168207331,0.161518742,0.191247704
Ubfd1,1.077300127,1.195578661,1.21247258,1.102971226,1.079065336,1.239128446,1.053535073
Ndufab1,2.422978962,2.719355426,2.43424525,2.482715855,3.905232839,2.062887253,2.173168486
Palb2,0.062778666,0.060429511,0.0646045,0.069887435,0.042453328,0.077905675,0.084075606
Gm16326,0,0,0,5.96E-05,0.000108223,0,0
Dctn5,0.39238246,0.321703556,0.386021074,0.289150749,0.285851487,0.285072684,0.312425772
Gm15489,0.006032382,0.005402113,0.004437712,0.008994584,0.0061806,0.009459045,0.013783044
Plk1,1.418298391,1.189207159,1.192507611,1.30346653,0.847005947,1.584823517,1.266477561
Ern2,0.000351622,0,0,0.000317187,0,0,0.000507546
2010110P09Rik,9.44E-05,0,0,0,0,0,0
Prkcb,0.060454572,0.037783464,0.002692158,0.069148629,0.011187757,0.003411335,0.049461579
Gm14388,0.017803303,0.025113355,0.00708013,0.025804407,0.019760739,0.038311186,0.019377468
Cacng3,0.020071774,0,0,8.89E-05,0,0,0.000330369
Rbbp6,0.901435998,0.945595392,0.743674794,0.954046184,0.759578467,1.036311543,0.962670104
Tnrc6a,0.628652973,0.845090256,0.711807155,0.672166473,0.552236469,0.602314648,0.579387024
Slc5a11,0.00064315,0.001656973,0.002341815,0.000626941,0.00939872,0.000134125,9.29E-05
Arhgap17,0.153919417,0.148766044,0.137918388,0.146237946,0.117303362,0.129096521,0.123042955
Lcmt1,0.407770126,0.52993868,0.444277829,0.530511008,0.563131277,0.45904621,0.490673974
Aqp8,0.017017257,0,0.000675757,0.000219088,6.93E-05,0.000135765,0.000348261
Zkscan2,0.005359116,0.010184295,0.005990569,0.006721395,0.00749787,0.006184221,0.007308079
Hs3st4,0.006216248,0.000528045,0,0.000369099,0.000917863,0.000902932,0
