,Endocardial/Endothelial,Epicardium,Lateral Plate Mesoderm,Multipotent Progenitors,Myocardium,Neural Crest,Paraxial Mesoderm
1300001I01Rik,0.091420193,0.096716343,0.123503573,0.104493796,0.139486562,0.156284177,0.103363941
Pafah1b1,1.935901036,1.992445845,2.238910573,1.743349841,1.972127799,1.564624022,1.682475454
Mettl16,0.706939277,0.864031608,0.717478021,0.876690913,0.566695899,1.086172156,0.951125098
Mnt,0.048359548,0.057393229,0.032092661,0.049984774,0.038602354,0.048011117,0.04946152
Sgsm2,0.021036563,0.044675889,0.012377244,0.034216653,0.052922479,0.011582148,0.017955735
Tsr1,0.522698087,0.53715259,0.525545767,0.499494534,0.35408758,0.69030408,0.587338883
Srr,0.04479923,0.070683668,0.05563714,0.042549836,0.052752039,0.036386853,0.029866271
Smg6,0.282587104,0.280843494,0.260613474,0.360356379,0.2238884,0.297786167,0.331453883
Gm12335,0.000259547,0,0,0.000280428,0.000324664,0.000289004,0.000308333
Rps12-ps19,0.011438229,0.00837418,0.003202442,0.019163443,0.008916499,0.026694511,0.016367521
Hic1,0.010073281,0.000308196,0.000594147,0.008400781,0.00042019,0.000154349,0.00124745
1700016P03Rik,0,0.000292786,0,0,0,0.000162506,0.000310631
Ovca2,0.021761961,0.02144963,0.013257403,0.024780732,0.023411188,0.026851553,0.024131992
Dph1,0.001523956,0.002611198,0,0.001492187,0.001611537,0.002105513,0.000724296
Rtn4rl1,0.002289867,0.005204336,0.002001883,0.00221114,0.024353023,0.00257913,0.001830809
Rpa1,0.609252351,0.665787112,0.570590887,0.732390135,0.542050257,0.702189907,0.734815962
Smyd4,0.073081264,0.099226675,0.069773347,0.086091825,0.101333682,0.053986694,0.064476977
Serpinf1,0.411070571,0.471245734,0.045763884,0.335998593,0.035701529,1.58322302,0.357796255
Gm12337,0.011644131,0.005391809,0.00829862,0.007377183,0.014260354,0.009871829,0.007169696
Serpinf2,0.005049284,0.0022486,0.00043031,0.002041898,0.002375735,0.001347393,0.000483701
Wdr81,0.008617889,0.012373903,0.009175324,0.011920195,0.013370959,0.010764894,0.015223416
Mir22hg,0.019163377,0.018809413,0.040046097,0.005467728,0.028178792,0.001366424,0.001862546
Tlcd2,0.089543604,0.13301729,0.061281304,0.060392317,0.071876725,0.040837642,0.0621515
Prpf8,0.438417581,0.503982972,0.564235368,0.588827363,0.38121208,0.680512849,0.641338472
Rilp,0.015710525,0.000992251,0.000687109,0.001949876,0.005526293,0.002057535,0.002021619
Scarf1,0.35966044,0.003102852,0,0.001436203,0.001168321,0.005288025,0.001877662
Slc43a2,0.082957115,0.013084308,0.014541893,0.013441015,0.008656696,0.015174405,0.01165066
Pitpna,1.96600841,1.02430053,1.286887066,1.040450611,1.166197589,1.161749026,0.981884169
Gm12338,0.114276457,0.121389712,0.098795461,0.134078265,0.16127596,0.138375034,0.112334813
Inpp5k,0.100467511,0.132152222,0.082747159,0.058181198,0.064184145,0.047231426,0.049241343
Myo1c,0.365272922,0.120683882,0.261700133,0.079204957,0.181646134,0.112781747,0.054916678
Crk,0.86178462,0.770621114,0.838805648,0.721645953,0.841000669,0.721171545,0.732211774
Ywhae,12.73309272,13.43708126,13.43085667,14.44113338,13.87963002,12.49350737,14.34503999
AL669897.1,0,0.001586462,0,0.000809883,0.000494849,0.000722858,0
Doc2b,0.000167521,0.001376907,0,0.001183824,0.000427267,0,0.000715834
Rph3al,0.005231245,0.013150521,0,0.009621428,0.009518349,0.000820171,0.005827783
Gm16075,0,0,0,0.000118475,4.30E-05,0,0
1700016K19Rik,0.000100673,0,0,0.000980456,0.000406837,0.000927719,0.002244895
Fam101b,0.082981076,0.187294568,0.279439344,0.20746014,0.093657349,0.187483492,0.277190548
Vps53,0.230841294,0.204785724,0.256002597,0.218666747,0.251927743,0.177234777,0.184325424
Glod4,1.279394425,1.288546223,1.424524508,1.323525784,1.041686908,1.354652929,1.36035982
Gm12340,0,0,0,0.000152655,0,0,0
Fam57a,0.171500864,0.209132506,0.186487735,0.11668112,0.116756769,0.075585881,0.10114111
Gemin4,0.000866666,0.002152683,0.002396075,0.000885522,0.001061455,0.001696977,0.00167293
Dbil5,0.002793518,0.003300912,0.00069283,0.002130224,0.004240871,0.001292986,0.002337159
Rnmtl1,0.201899183,0.184874614,0.200133997,0.200797605,0.16071059,0.285853963,0.259250209
Nxn,0.404410233,0.590277409,0.495845186,0.537301324,0.376615651,0.424292777,0.570720621
Timm22,1.034447034,1.093593614,1.329143611,1.110426421,1.229275308,1.128003019,1.110750415
Abr,0.056820204,0.099848208,0.156176845,0.124213517,0.126028456,0.032227155,0.102332154
Gm12341,0.014934022,0.010021729,0.014004178,0.016776184,0.010005649,0.019943516,0.01622839
Rpl36-ps2,0.065403378,0.039330237,0.061814254,0.067158744,0.04504684,0.068591972,0.069343028
Bhlha9,0.000204218,0.026515456,0.019742067,0.000490264,0.000107032,0.00011999,0
Tusc5,0,0.001668949,0.001256428,0.000174431,6.37E-05,0,0.000114535
Gosr1,0.127986939,0.086385771,0.096244999,0.080296299,0.082265444,0.082850132,0.076692026
Cpd,0.241915832,0.136648488,0.122577118,0.101246783,0.169829951,0.095131301,0.103795486
Tmigd1,0.001649141,0.000687598,0.001134122,0.000637706,0.001111371,0.000151607,0.000158811
Blmh,1.961596106,1.822750794,1.864889491,1.905864248,1.821892297,2.031753885,1.802893358
Slc6a4,0.002134185,0.000887365,0.000707688,0.001218562,0.017243496,0.000487191,0.000522265
Ccdc55,0.557706119,0.559537177,0.421937168,0.589594553,0.53466003,0.576885279,0.518214714
Efcab5,0.004225316,0.000757497,0,0.001139761,0.001506335,0.00051151,0.000590558
Gm12344,0.001113541,0.000821534,0.000655251,0.000676183,0.001117361,0.001287618,0
Ssh2,0.238206607,0.084075994,0.029567613,0.074993333,0.175037094,0.067933318,0.066142548
Gm12346,0.695321385,0.994279553,0.653595777,1.077830729,0.766145526,1.81885413,0.685956203
Coro6,0.003778281,0.000733787,0,0.000597568,0.131560474,0.00071155,0.000228996
Ankrd13b,0.019952392,0.031499133,0.008351417,0.033299923,0.010697843,0.079310945,0.027992878
AL607072.1,0.002757043,0.006519748,0.001089448,0.007139809,0.001488547,0.011450257,0.002296054
Git1,0.253331732,0.099606104,0.087908309,0.103031116,0.088100315,0.189160173,0.09380372
Trp53i13,0.200734754,0.238305904,0.272234974,0.117381895,0.132510445,0.138372057,0.091045707
Abhd15,0.001668366,0.001123877,0,0.00075368,0.002118568,0.002389006,0.000536418
Gm10392,0.000117869,0,0,0.000181841,0,0,0
Taok1,0.423948803,0.373343173,0.394437505,0.344581771,0.455048112,0.2478669,0.348628609
Gm12734,0.006011298,0.006422721,0.004300829,0.005528998,0.005188847,0.008205644,0.00531892
Gm12732,0.008558986,0.010798819,0.007394646,0.00840442,0.007444978,0.008460444,0.007364261
Gm12733,0.001058035,0.00244117,0.000411946,0.003079596,0.00071311,0.003460929,0.001290359
Nufip2,0.330344652,0.309417623,0.305051936,0.307531808,0.28167907,0.348931446,0.313914243
Cryba1,0.000691244,0,0,0.000159582,0.000179829,0.000169657,0.000882187
Gm11191,0.017732542,0.01595239,0.014691582,0.022283601,0.016308564,0.032188367,0.014708935
Myo18a,0.337408922,0.132425479,0.334482863,0.102237059,0.454932872,0.174763436,0.095581457
Gm10277,0.000661969,0,0,0.000259019,0.00027606,0.000194453,0
Pipox,0.002056384,0.007630342,0.00197968,0.006232952,0.004991075,0.010925243,0.009416796
Sez6,0,0,0,0.00019107,0,0.003655968,0.0006355
Phf12,0.20897035,0.211631915,0.209837526,0.240856144,0.192876526,0.241733284,0.262387116
A030003K02Rik,0.002141994,0.004103553,0.005360768,0.002911024,0.001273683,0.003199821,0.002658301
Dhrs13,0.125319256,0.19453557,0.175312186,0.146573565,0.128075718,0.130686511,0.160815446
Flot2,0.197834386,0.426054737,0.528324793,0.262690284,0.367000214,0.141620121,0.2082773
Eral1,0.169412043,0.162832785,0.145586541,0.165975896,0.128716351,0.176491535,0.144411377
BC017647,0.244278272,0.204784847,0.177457736,0.173459359,0.229727518,0.178660094,0.184090996
Gm12571,0.045853477,0.04355954,0.029992958,0.054889158,0.039872817,0.078140257,0.05060082
Traf4,1.497090061,0.656031592,0.577890285,0.905534843,0.333537673,1.572359265,1.081206915
Nek8,0.026032563,0.039679264,0.036695973,0.030563483,0.030394611,0.0216422,0.016969528
Tlcd1,0.10936735,0.13894841,0.139947167,0.148421389,0.141790518,0.195298534,0.304663947
Rpl23a,10.66624336,10.02289737,11.30792725,11.89126858,9.999811808,9.411357711,12.81858282
Rab34,0.508973152,1.104351795,0.956936029,1.185557019,0.487892604,1.043301136,1.205286062
Proca1,0.006413318,0.021026834,0.025703552,0.012642875,0.024824022,0.003951219,0.008583891
Supt6h,0.365430892,0.398849975,0.339009736,0.424364158,0.318075392,0.424489774,0.417059687
Sdf2,0.48622036,0.613043042,0.782707426,0.519218701,0.624295452,0.40826627,0.480727998
2610507B11Rik,0.30088403,0.282539284,0.274522201,0.245463144,0.289347503,0.218265214,0.282319187
BC030499,0.006113982,0.005700221,0.008072716,0.006007005,0.004034017,0.005811188,0.007913715
Gm11193,0,0,0,0,0.000438279,0.000142527,0.000134866
Spag5,0.157574226,0.214075061,0.234471033,0.221314227,0.135608905,0.219241247,0.242548365
Aldoc,0.00932953,0.027572354,0.010612282,0.023507753,0.096015604,0.020464241,0.034556211
Pigs,0.236792368,0.327689705,0.244344873,0.302225464,0.318239081,0.260001447,0.266113915
Unc119,0.445662448,0.774140767,0.360704135,0.752205221,0.54298604,0.839105373,0.610815138
Foxn1,0,0,0,0,0,0,0
Slc46a1,0.020958831,0.036859461,0.055266445,0.046758692,0.037829,0.053979445,0.058735131
Sarm1,0.000423717,0,0.001192106,0.00193459,0.000372332,0.002250394,0.001755924
Vtn,0.009282925,0.000714128,0,0.002692106,0.003578767,0.001024208,0.001344795
Sebox,0,0,0,0,0,0,0
Tmem199,0.63890738,0.761023508,0.557144755,0.620400136,0.74200593,0.731685488,0.515807781
Poldip2,0.902506261,1.066908706,1.158847692,1.099839504,0.860439583,1.32735359,1.037901746
Tnfaip1,1.39155139,0.848823975,0.993246258,0.745164054,0.631807305,0.88659212,0.72731457
Ift20,1.234645949,1.257130807,1.521703277,1.052188616,1.209398851,0.841342267,0.938106562
Tmem97,1.18316735,1.328359622,1.696861188,1.048054143,0.989822047,1.390791786,1.409486463
D11Bhm181e,0,0,0,0,0,0.000120005,0
Nlk,0.205840184,0.198690083,0.136960425,0.161597774,0.157764691,0.155053931,0.164183961
Gm17235,0,0,0.000775738,0.000379918,4.61E-05,0.000392189,0.000788633
Gm11196,0.005167558,0.003603142,0.001076231,0.005430547,0.003451797,0.005676905,0.003198496
Fam58b,0.423008479,0.450947925,0.379522039,0.42722474,0.349007776,0.45752643,0.442448605
1810012P15Rik,0.130008026,0.171069273,0.086539173,0.101425776,0.150808328,0.086256071,0.065742636
Nos2,0.005296445,0,0,0.000546985,9.64E-05,0.000134919,0.003247023
Lgals9,0.012529477,0,0,9.02E-05,0.000141004,0.000115971,0.000312585
Ksr1,0.066678114,0.01855365,0.043406334,0.011713802,0.011071496,0.018111205,0.009772183
Wsb1,1.516539583,0.939855309,0.886304563,1.147661033,0.827707513,1.298916499,0.880947664
Gm9964,0.000315745,0,0,0,0,0.000270677,0
Nf1,0.165399517,0.195182595,0.160310333,0.169891674,0.18927842,0.159032236,0.165503093
Gm11198,0.000436088,0,0,6.37E-05,0,0,0.000207607
Gm11199,0,0,0,0,0.000105903,0.000450688,0.000172512
Evi2a,0.003219957,0,0,0,0,0,0
Rab11fip4,0.008961966,0.023362427,0.028971299,0.042649841,0.005860182,0.026466784,0.030439098
Gm11202,0,0,0,0.000178896,0.000176141,0,0.000509783
Gm11205,0,0,0,0.00072361,0.000151889,0,0
9130204K15Rik,0.000380769,0.010550942,0.023223558,0.003769792,0.001503788,0.0027846,0.002946456
Gm11203,0,0,0.000819398,0,0,0,0
Gm11204,0,0,0,0.000259968,0.000124042,0.000315225,0.000447452
Utp6,0.292916121,0.313234453,0.376645275,0.380919213,0.237150474,0.48158516,0.43929729
Suz12,0.434191242,0.429148919,0.381782113,0.412181291,0.404006515,0.349829151,0.395622612
AL591113.1,0.004996585,0.000796153,0.002531277,0.004273229,0.003197565,0.00454626,0.002937144
Crlf3,0.987713186,0.393420102,0.341855285,0.511108067,0.669379273,0.462517445,0.452340621
Atad5,0.285481012,0.299035216,0.231445899,0.348126687,0.178152889,0.395872634,0.360131374
Tefm,0.242038057,0.297664576,0.289311647,0.300066096,0.340001382,0.320218546,0.314728011
Adap2,0,0,0,0.000293125,7.77E-05,0.00033807,0.000223019
Gm11206,0,0,0,0,5.87E-05,0.000110061,0
Rnf135,0.059991541,0.023477385,0.016537844,0.02533884,0.041352959,0.031208111,0.028470551
Rhot1,0.32226517,0.314850734,0.296707604,0.304871159,0.340325742,0.331055302,0.315020398
Rhbdl3,0.001411819,0.009758435,0.006664691,0.009586,0.016200579,0.000635163,0.002898045
5730455P16Rik,0.172377433,0.19436463,0.1564051,0.20484413,0.177568609,0.208215476,0.181034466
Zfp207,2.493105925,2.584403407,2.072229971,2.807296826,2.014186308,2.820658782,2.7773561
Psmd11,2.411382466,2.586001433,2.617853116,2.723172957,2.552018898,2.994732851,2.541379315
Cdk5r1,0.021728564,0.047682278,0.034584914,0.043235734,0.026990326,0.045836299,0.047021989
Myo1d,0.00557283,0.019482119,0.019021125,0.006237985,0.002997111,0.004461591,0.001862613
C030013C21Rik,0.001020311,0.00578508,0.003293328,0.001139708,0.001570192,0.000605311,0.000336953
Tmem98,0.189344052,0.726719743,0.332217361,0.275175894,0.143715551,0.119417662,0.054993523
Gm11207,0,0,0,9.57E-05,0,0,0
Spaca3,0.00014076,0,0.000986409,0.000230862,0.000275743,0,0
Accn1,0.010888922,0.001805239,0.000865618,0.048768749,0.002731268,0.009938957,0.015305724
Gm11417,0,0,0,0.000199786,0,0,0.0001895
1700071K01Rik,0.003817561,0.000726171,0.001148688,0.00145915,0.001885905,0.004917391,0.000215505
5530401A14Rik,0.000125028,0,0,4.80E-05,0.000110799,0.000157486,0.000419823
Ccl2,0.034506298,0,0.000709274,0.000302977,0.000698965,0,0
Ccl7,0.008159515,0,0,0.000143351,0.000472246,0,0.000356076
Ccl12,0.001792517,0,0,0,0,0,0
Ccl1,0,0,0,6.33E-05,0.000139161,0.000122474,0
Tmem132e,0.013620315,0.005476456,0.004485993,0.006493046,0.003066522,0.003975891,0.024669398
Cct6b,0.001444895,0.001719898,0.002685172,0.002441706,0.002836612,0.000175713,0.000936599
Gm11420,0,0,0,3.70E-05,0,0,0
Zfp830,0.457698394,0.592723427,0.463407134,0.541957395,0.534830308,0.530605493,0.513658639
Gm11423,0.013141175,0.02119913,0.009785248,0.016148901,0.024684778,0.013366632,0.016912705
Lig3,0.20204823,0.192537387,0.24760004,0.208354368,0.16526804,0.227515175,0.2822871
Rffl,0.03215887,0.029773376,0.031271605,0.034921346,0.023978942,0.020652205,0.041701477
Rad51l3,0.107473223,0.094105233,0.085291932,0.101930658,0.110793851,0.090337135,0.100736217
Fndc8,0.000148948,0,0,0,0,0,0
Nle1,0.252033918,0.297291245,0.244758789,0.332377742,0.190292921,0.514829321,0.379584048
Unc45b,0.062853124,0.627193961,0.088840297,0.168023084,3.012595574,0.011741275,0.005668516
Gm12575,0.001506104,0.011285544,0.001627075,0.003327434,0.0280279,0,0
Slfn5,0.008370153,0.001740416,0,0.000261145,0.003118882,0,0.000234913
Gm11424,0,0,0,0.000152481,2.86E-05,0,0.000427688
Slfn9,0.101776993,0.074364855,0.014363666,0.034128125,0.025398512,0.042070653,0.027616577
Slfn8,0.000398184,0.000467141,0,0.000111611,0.000364935,0,0.000267546
Gm11425,0.002247464,0.00266507,0.003541952,0.004146553,0.002200934,0.005873342,0.004286937
Slfn10-ps,0.000998409,0.003365482,0.000749709,0.002042537,0.00177778,0.002306123,0.002865608
Slfn2,0.006942349,0.004390572,0.001455006,0.001552002,0.01225738,0,0.000438931
Slfn3,0.00162566,0,0,0.000207788,0,0.000126957,0.000321052
AI662270,0.005588225,0,0.006364744,0.002672068,0.001780411,0.005728809,0.007324317
Gm11427,0.00025974,0,0,0,0,0,0
U2.8,0,0,0,5.76E-05,0,7.38E-05,0
Slfn14-ps,0.003685223,0.001111074,0.001123953,0,0,0.000169851,0
AA465934,0.006629621,0.001992216,0.009923646,0.005471156,0.004379835,0.005823317,0.003149113
Snord7,0,0.001202316,0,0.000257235,0.000262217,0,0.000258968
Pex12,0.124633424,0.143421218,0.128185089,0.127973295,0.109117261,0.137808825,0.145667495
Ap2b1,0.40474173,0.33871128,0.328966314,0.287101898,0.279257248,0.253742451,0.329015521
Rasl10b,0.004684076,0.018682871,0.00768291,0.015780043,0.068769074,0.007739971,0.019435864
1700020L24Rik,0.000918725,0.006544383,0.003424815,0.0029961,0.012515525,0.002794875,0.000762796
Mmp28,0.002984825,0.00203117,0,0,0.000216202,0.000396365,0
Taf15,0.476247482,0.642053293,0.410149956,0.573424192,0.487162915,0.571620966,0.524428077
Ccl9,0.001676534,0,0.001203405,0.000326753,0.000426914,0.022345929,0.000310396
E230016K23Rik,0,0,0.00054103,0,0,0.000486076,0
Ccl6,0.018975109,0,0,0.002340008,0.001338491,0.179680616,0.001451546
Rpl9-ps1,0.006541604,0.003647266,0.007271679,0.00648895,0.003567567,0.00690785,0.003394097
Ccl3,0.005588,0,0,0,0,0,0
Gm11438,0.001015067,0.000503498,0.001673221,0.000966442,0.001531462,0.000773912,0.001330515
1100001G20Rik,0.001403183,0,0,0.000653147,0,0,0.012014341
Heatr6,0.258403179,0.312323484,0.247663362,0.326096239,0.246703148,0.390037192,0.327851009
Gm11434,0,0,0,0,0.000185912,0.000200874,0.000172072
Gm12576,0,0,0,0.000277957,0.000219983,0.000315513,0.001014203
Hnf1b,0.001578178,0,0,0.00324803,0.001931339,0.002588283,0.00122576
Ddx52,0.733261282,0.781629584,0.659275667,0.779030362,0.577473488,0.935552905,0.737225812
Synrg,0.071416775,0.074307677,0.0279242,0.071155855,0.087902767,0.023686098,0.043506909
Dusp14,0.027557926,0.023079467,0.008942475,0.302629821,0.059659161,0.019608025,0.107476933
Tada2a,0.244921782,0.322299583,0.287859812,0.364448942,0.277877963,0.43001214,0.358866631
Acaca,0.079786666,0.112838939,0.089893037,0.131828222,0.100286554,0.147080128,0.133890956
Aatf,0.31865497,0.290848423,0.305415139,0.367939988,0.198896335,0.480975574,0.40482116
Lhx1,0.022252399,0.005029834,0.031582221,0.042360734,0.069613592,0.001597264,0.021002963
1500016L03Rik,0.018837986,0.00702255,0.037650982,0.039377955,0.056193429,0.001444696,0.028608354
1700109G15Rik,0,0,0,0,0.000135969,0,0
Gm11431,0,0,0,0,0.000402315,0,0
Mrm1,0.023435732,0.028530791,0.014296483,0.028018192,0.041094816,0.022740681,0.021570807
Dhrs11,0.035998933,0.013271534,0.020020194,0.029007,0.061128689,0.020840771,0.017778991
4930502E09Rik,0.000204154,0,0.001127169,0.000279872,0.000457965,0.000242222,0.001214926
Ggnbp2,0.904865652,0.884093911,1.025888372,0.793944116,0.962351054,0.709107544,0.730667681
Pigw,0.0693892,0.120053328,0.087080647,0.090549489,0.107449625,0.104635423,0.103187101
Myo19,0.053225276,0.047876935,0.042343349,0.050721098,0.033812307,0.069576145,0.057158537
Znhit3,0.758388429,0.84741438,1.034171152,0.994816697,0.82291236,1.091448514,1.047931173
Car4,0.240287781,1.467400785,9.658596703,0.692898353,1.208118937,0.09150556,0.340656231
Usp32,0.048391226,0.071275789,0.056058022,0.052970328,0.088366226,0.034314403,0.044345325
Gm11439,0,0.000283788,0,0.000242984,0,0,0
Rpl13-ps1,0.000874551,0.001595456,0,0.001341124,0.001147506,0.000229276,0.000751321
1700125H20Rik,0.001934725,0.00171223,0.003569679,0.000786962,0.000656388,0.000686933,0.000920685
Appbp2,0.947971805,1.246155307,1.519085126,0.899110758,1.067679344,0.872733992,0.804760077
D630032N06Rik,0,0,0,0.00019703,6.73E-05,0.000148112,0
D630032N06Rik.1,0.0017813,0.003653665,0.00095277,0.003094412,0.002701657,0.002429882,0.002132841
Ppm1d,0.239703977,0.235100458,0.319863321,0.271875421,0.226272072,0.2656214,0.225690995
Bcas3,0.066435078,0.071005999,0.051157373,0.069770318,0.092862385,0.055768542,0.051586824
8430403D17Rik,0,0,0,6.81E-05,0.000177638,0.00083527,0
9530048J24Rik,0.000280054,0.000612547,0.000413304,0.000928815,0.002333467,0.000295123,0.001974547
5S_rRNA.25,0.000339105,0,0,6.99E-05,0.000234719,0.00042857,0
2610027K06Rik,0.001735194,0.03104394,0.008038722,0.011400314,0.050186969,0.006087478,0
Tbx2,0.020020192,0.197089042,0.046662629,0.071031435,0.167039991,0.102112549,0.002100364
Gm11444,0.000355458,0.005040783,0.001522958,0.003226975,0.004114804,0.001978701,0
Tbx4,0.000117824,0.003428675,0,0.001050241,0.000357016,0.000115971,0.000306929
Gm11443,0.000731796,0.000728326,0.001836272,0.000403363,0.000428777,0.000620471,0.000580252
Brip1,0.09877454,0.092750179,0.063354078,0.099324476,0.045921361,0.081342425,0.101287981
Gm11477,0.001994339,0.000940377,0.002655037,0.001300431,0.003838045,0.000854831,0.000433945
4632419I22Rik,0.177445886,0.226773181,0.199390941,0.208904076,0.134160215,0.162179864,0.177279126
Ints2,0.212726073,0.234664473,0.246766963,0.264419869,0.150941035,0.287738101,0.28976892
